Year,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductDensity,EngagementScore,AgeTenureInteraction,BalancePerProduct,CreditCategory,AgeGroup,HighBalanceFlag,HighSalaryFlag,LoyalCustomer,SeniorCitizen,FinancialScore,Prediction,ChurnProbability,RiskScore,RiskCategory
2025,497,Spain,Male,24,3,0.0,2,1,0,76390.01,0,0.0,0.5,1,72,0.0,Poor,18-30,0,0,0,0,497.0,0,0.021368727920787933,2.14,Low
2025,476,France,Female,34,10,0.0,2,1,0,26260.98,0,0.0,0.1818181818181818,1,340,0.0,Poor,31-40,0,0,1,0,476.0,0,0.02645103953999076,2.65,Low
2025,549,France,Female,25,5,0.0,2,0,0,190857.79,0,0.0,0.3333333333333333,0,125,0.0,Poor,18-30,0,1,1,0,549.0,0,0.03357002895562428,3.36,Low
2025,635,Spain,Female,35,7,0.0,2,1,1,65951.65,0,0.0,0.25,2,245,0.0,Fair,31-40,0,0,1,0,635.0,0,0.028349827295219836,2.83,Low
2025,616,Germany,Male,45,3,143129.41,2,0,1,64327.26,0,2.224984944408569,0.5,1,135,47709.80333333334,Fair,41-50,1,0,0,0,759.12941,0,0.22707950618106595,22.71,Low
2025,653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1,26.00734701402523,0.5,1,58,66301.44,Fair,51-60,1,0,0,0,785.60288,1,0.9295176933456106,92.95,High
2025,549,Spain,Female,24,9,0.0,2,1,1,14406.41,0,0.0,0.2,2,216,0.0,Poor,18-30,0,0,1,0,549.0,0,0.022866085360815625,2.29,Low
2025,587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,0.0,0.1428571428571428,0,270,0.0,Fair,41-50,0,1,1,0,587.0,1,0.5311614843481046,53.12,Medium
2025,726,France,Female,24,6,0.0,2,1,1,54724.03,0,0.0,0.2857142857142857,2,144,0.0,Good,18-30,0,0,1,0,726.0,0,0.019819414108105973,1.98,Low
2025,732,France,Male,41,8,0.0,2,1,1,170886.17,0,0.0,0.2222222222222222,2,328,0.0,Good,41-50,0,1,1,0,732.0,0,0.0226076767294749,2.26,Low
2025,636,Spain,Female,32,8,0.0,2,1,0,138555.46,0,0.0,0.2222222222222222,1,256,0.0,Fair,31-40,0,1,1,0,636.0,0,0.029109953185234072,2.91,Low
2025,510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,0.0,0.2,1,152,0.0,Poor,31-40,0,1,0,0,510.0,0,0.30000660529791817,30.0,Medium
2025,669,France,Male,46,3,0.0,2,0,1,8487.75,0,0.0,0.5,1,138,0.0,Fair,41-50,0,0,0,0,669.0,0,0.07342928646962739,7.34,Low
2025,846,France,Female,38,5,0.0,1,1,1,187616.16,0,0.0,0.1666666666666666,2,190,0.0,Excellent,31-40,0,1,1,0,846.0,0,0.2069547669955515,20.7,Low
2025,577,France,Male,25,3,0.0,2,0,1,124508.29,0,0.0,0.5,1,75,0.0,Poor,18-30,0,1,0,0,577.0,0,0.01665707289003926,1.67,Low
2025,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0,0.8045946038927224,0.3333333333333333,2,72,68407.82,Excellent,31-40,1,1,0,0,892.81564,0,0.16585066380345712,16.59,Low
2025,571,France,Male,44,9,0.0,2,0,0,38433.35,0,0.0,0.2,0,396,0.0,Poor,41-50,0,0,1,0,571.0,0,0.07235825670105549,7.24,Low
2025,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0,1.4108358619852612,0.25,2,129,70674.715,Poor,41-50,1,0,0,0,715.34943,0,0.438320473459329,43.83,Medium
2025,411,France,Male,29,0,59697.17,2,1,1,53483.21,0,1.116164378234249,2.0,2,0,19899.056666666667,Poor,18-30,0,0,0,0,470.69717,0,0.03656550879374439,3.66,Low
2025,591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,0.0,0.75,1,117,0.0,Fair,31-40,0,1,0,0,591.0,1,0.7198510766068635,71.99,High
2025,533,France,Male,36,7,85311.7,1,0,1,156731.91,0,0.5443126143705237,0.125,1,252,42655.85,Poor,31-40,0,1,1,0,618.3117,0,0.09352586057035688,9.35,Low
2025,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,1.3444785769344276,0.2,0,369,36704.18,Poor,41-50,1,0,1,0,663.11254,0,0.14045710459314859,14.05,Low
2025,520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,0.0,0.2857142857142857,2,252,0.0,Poor,41-50,0,0,1,0,520.0,0,0.04131938481650912,4.13,Low
2025,722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,0.0,0.2,2,261,0.0,Good,18-30,0,1,1,0,722.0,0,0.024173118186587347,2.42,Low
2025,475,France,Female,45,0,134264.04,1,1,0,27822.99,1,4.825477582474692,1.0,1,0,67132.02,Poor,41-50,1,0,0,0,609.26404,1,0.530129490241945,53.01,Medium
2025,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,1.2734555080720873,0.25,1,93,72630.115,Poor,31-40,1,1,0,0,635.26023,0,0.06978799042468026,6.98,Low
2025,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,0.7775026928696469,0.125,1,231,38274.3,Excellent,31-40,0,0,1,0,880.5486,0,0.0659929007789724,6.6,Low
2025,850,France,Male,36,7,0.0,1,1,1,40812.9,0,0.0,0.125,2,252,0.0,Excellent,31-40,0,0,1,0,850.0,0,0.12065993245223545,12.07,Low
2025,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,0.3950552531112726,0.2857142857142857,1,246,23449.826666666664,Fair,41-50,0,1,1,0,652.34948,0,0.0391188830430071,3.91,Low
2025,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0.0,0.2,1,160,0.0,Poor,31-40,0,0,0,0,472.0,0,0.32562523246872144,32.56,Medium
2025,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,0.6758038187267252,0.1111111111111111,0,408,61261.16,Poor,51-60,1,1,1,0,587.52232,1,0.7844705748701483,78.45,High
2025,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,1.247087908288932,0.3333333333333333,2,122,58709.675,Poor,60+,1,0,0,1,673.41935,0,0.21895901718417435,21.9,Low
2025,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,0.6760135323550178,0.3333333333333333,0,98,65697.28,Excellent,41-50,1,1,0,0,965.39456,1,0.5638302522965081,56.38,Medium
2025,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0.984790392333834,0.1666666666666666,2,305,77965.555,Fair,60+,1,1,1,1,815.93111,0,0.20214910582845905,20.21,Low
2025,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0.8648629614998475,0.4,2,128,36473.71,Excellent,31-40,1,1,0,0,885.42113,0,0.062359793048333646,6.24,Low
2025,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,0.9359820351333034,0.1,2,243,56022.835,Excellent,18-30,1,1,1,0,941.04567,0,0.17942105327961738,17.94,Low
2025,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1.171903985417917,0.1,2,351,68921.9,Fair,31-40,1,1,1,0,774.8438,0,0.33932698177484755,33.93,Medium
2025,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,1.137680125238875,0.3333333333333333,1,76,51695.69,Poor,31-40,1,0,0,0,653.39138,0,0.25326303269167466,25.33,Low
2025,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0.5346169801440618,0.6666666666666666,1,74,34589.74,Excellent,31-40,1,1,0,0,879.76922,0,0.127761011454456,12.78,Low
2025,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0.5875152781861834,0.1818181818181818,1,440,38787.79,Good,41-50,1,1,1,0,814.36337,0,0.20309248633090535,20.31,Low
2025,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,1.6899046196629075,0.3333333333333333,0,180,48683.65666666667,Fair,31-40,1,0,1,0,731.05097,0,0.07463468100577167,7.46,Low
2025,788,France,Female,33,5,0.0,2,0,0,116978.19,0,0.0,0.3333333333333333,0,165,0.0,Excellent,31-40,0,1,1,0,788.0,0,0.02754915396793501,2.75,Low
2025,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,0.76542602458859,0.1111111111111111,0,328,62780.985,Fair,41-50,1,1,1,0,780.56197,0,0.4467740050309626,44.68,Medium
2025,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,2.4614231992594915,0.5,1,42,49247.86,Fair,41-50,1,0,0,0,699.49572,0,0.40825160706074987,40.83,Medium
2025,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,1.1040496866763676,0.5,2,43,62605.96,Fair,41-50,1,1,0,0,744.21192,0,0.14599710937275412,14.6,Low
2025,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,1.4678739416799058,0.1666666666666666,1,225,63932.2,Fair,41-50,1,0,1,0,783.8643999999999,0,0.3744340457287777,37.44,Medium
2025,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,1.6636767712198357,1.0,0,0,37944.1,Good,18-30,0,0,0,0,800.8882,0,0.10166489789011623,10.17,Low
2025,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.0,0.2,1,264,0.0,Poor,60+,0,0,0,1,511.0,1,0.8844131787247801,88.44,High
2025,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0.8697981113504537,0.2,2,204,20342.96,Fair,51-60,0,0,0,0,654.68592,0,0.3564822235393127,35.65,Medium
2025,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,1.6194068978590488,0.1666666666666666,0,175,68428.5,Excellent,31-40,1,0,1,0,878.857,0,0.25545834881887614,25.55,Low
2025,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,1.2042206612044573,0.2,0,243,50776.293333333335,Good,18-30,1,1,1,0,839.32888,0,0.06752811753783064,6.75,Low
2025,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0.3136742891310489,1.0,0,33,18694.896666666667,Poor,31-40,0,1,0,0,611.08469,0,0.030380104254084665,3.04,Low
2025,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0.7918276334978415,0.1111111111111111,2,448,39353.58,Good,51-60,0,0,1,0,762.70716,0,0.22674330549293334,22.67,Low
2025,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,1.1758337608532892,0.2,2,104,54583.185,Fair,18-30,1,0,0,0,712.16637,0,0.16299587376202052,16.3,Low
2025,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,6.117989031447411,0.2857142857142857,2,216,56610.48666666666,Excellent,31-40,1,0,1,0,920.83146,0,0.06235209258540885,6.24,Low
2025,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0.9203181200898176,0.5,1,34,50816.52,Fair,31-40,1,1,0,0,682.6330399999999,0,0.2121349180346918,21.21,Low
2025,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0.6263147880851527,0.1818181818181818,2,430,41060.00333333333,Good,41-50,1,1,1,0,858.18001,0,0.14619645266917877,14.62,Low
2025,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1.3261339185986714,0.3333333333333333,1,175,50241.84333333333,Fair,31-40,1,1,1,0,811.7255299999999,0,0.08141954375750088,8.14,Low
2025,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,5.403936497473082,0.1111111111111111,1,168,49186.63,Good,18-30,1,0,1,0,773.37326,0,0.10551450684692035,10.55,Low
2025,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,4.713518938948069,1.3333333333333333,1,116,26749.088,Good,51-60,1,0,0,0,871.74544,1,0.9958211108822357,99.58,High
2025,813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.0,0.1428571428571428,1,174,0.0,Excellent,18-30,0,0,1,0,813.0,0,0.16232725045862254,16.23,Low
2025,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,3.701138909908595,1.0,1,0,81803.59,Fair,31-40,1,0,0,0,820.60718,0,0.11994933349490904,11.99,Low
2025,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,2.700440766135168,0.3333333333333333,2,125,52593.613333333335,Fair,18-30,1,0,1,0,761.78084,0,0.06448525791483915,6.45,Low
2025,519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.0,0.2,1,324,0.0,Poor,31-40,0,1,1,0,519.0,0,0.020501104134629425,2.05,Low
2025,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,7.982410558756532,1.0,1,21,59572.73,Good,18-30,1,0,0,0,913.71819,0,0.09359237686154392,9.36,Low
2025,664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.0,0.2222222222222222,2,440,0.0,Fair,51-60,0,1,1,0,664.0,0,0.07578683594226127,7.58,Low
2025,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.0,0.1,2,288,0.0,Good,31-40,0,1,1,0,678.0,0,0.15049580747088026,15.05,Low
2025,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.3977191589627772,0.1666666666666666,1,165,38626.61,Excellent,31-40,0,1,1,0,834.25322,0,0.10260319401773675,10.26,Low
2025,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,1.242995074088063,0.1818181818181818,1,410,40729.886666666665,Poor,41-50,1,0,1,0,538.18966,0,0.25165396208816365,25.17,Low
2025,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.5638114032953774,1.0,0,34,32215.18,Fair,31-40,0,1,0,0,761.64554,0,0.054446909641997755,5.44,Low
2025,777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.0,0.3333333333333333,1,64,0.0,Excellent,31-40,0,1,0,0,777.0,0,0.23573945208102856,23.57,Low
2025,543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.0,0.5,0,108,0.0,Poor,31-40,0,0,0,0,543.0,0,0.03613981285780569,3.61,Low
2025,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.567129641113844,0.2,2,136,45153.81,Poor,31-40,0,1,0,0,596.30762,0,0.09545277870084067,9.55,Low
2025,493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.0,0.4,1,184,0.0,Poor,41-50,0,0,0,0,493.0,0,0.16615265195357198,16.62,Low
2025,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.0,0.1818181818181818,2,750,0.0,Fair,60+,0,1,1,1,652.0,0,0.017974899109492903,1.8,Low
2025,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.9458776852617312,0.25,1,66,60840.91,Excellent,18-30,1,1,0,0,871.68182,0,0.10033672127595365,10.03,Low
2025,729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.0,0.2,1,270,0.0,Good,18-30,0,1,1,0,729.0,0,0.01931728774925977,1.93,Low
2025,646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.0,0.6,1,184,0.0,Fair,41-50,0,0,0,0,646.0,1,0.8310337933357327,83.1,High
2025,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.520584485111392,0.5,2,84,27207.89,Fair,18-30,0,1,0,0,716.62367,0,0.02824252037479505,2.82,Low
2025,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.0,0.5,2,220,0.0,Fair,41-50,0,1,1,0,647.0,1,0.9312902849023319,93.13,High
2025,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.8062513448674422,0.25,1,315,39542.18333333333,Excellent,41-50,1,1,1,0,926.62655,0,0.18597013725895795,18.6,Low
2025,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.0,0.1818181818181818,1,360,0.0,Poor,31-40,0,1,1,0,524.0,0,0.03935759299241405,3.94,Low
2025,769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.0,0.2222222222222222,2,232,0.0,Excellent,18-30,0,1,1,0,769.0,0,0.014626912960903392,1.46,Low
2025,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.0,0.4,1,168,0.0,Good,41-50,0,0,0,0,730.0,0,0.029620415119096178,2.96,Low
2025,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,1.45346077854675,0.0909090909090909,1,350,88136.975,Poor,31-40,1,1,1,0,691.27395,0,0.11285983574391956,11.29,Low
2025,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,1.591848443214583,0.1,1,369,51413.72,Excellent,41-50,1,0,1,0,875.82744,0,0.1044836156437648,10.45,Low
2025,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.4921320580849893,0.2222222222222222,2,232,32362.13333333333,Excellent,18-30,0,1,1,0,911.0864,0,0.04680103395220938,4.68,Low
2025,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.0,0.2222222222222222,0,176,0.0,Good,18-30,0,0,1,0,710.0,0,0.021068975303766002,2.11,Low
2025,413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.0,0.2,0,306,0.0,Poor,31-40,0,0,1,0,413.0,0,0.03558939991725562,3.56,Low
2025,665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.0,0.1428571428571428,2,240,0.0,Fair,31-40,0,1,1,0,665.0,0,0.27821181726635635,27.82,Low
2025,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.0,0.2857142857142857,0,264,0.0,Fair,41-50,0,1,1,0,623.0,0,0.12190777509699303,12.19,Low
2025,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,1.9697584468780405,0.1,1,279,41337.075,Good,31-40,0,0,1,0,820.67415,0,0.0949882400714353,9.5,Low
2025,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.0,0.25,1,252,0.0,Poor,31-40,0,0,1,0,528.0,0,0.025366536805692896,2.54,Low
2025,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.0,0.5,2,65,0.0,Good,60+,0,1,0,1,670.0,0,0.29320435683249935,29.32,Low
2025,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,3.455582740235058,0.4,2,184,35691.090000000004,Fair,41-50,1,0,0,0,729.07327,0,0.1973418890316677,19.73,Low
2025,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,8.844747119246822,0.5,2,32,44469.31,Fair,31-40,0,0,0,0,670.93862,0,0.08057975300828277,8.06,Low
2025,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,2.699122331622024,0.3333333333333333,1,72,49903.425,Excellent,31-40,1,0,0,0,884.80685,0,0.22528096608299142,22.53,Low
2025,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,2.0885733969778104,0.1666666666666666,0,165,75046.4,Fair,31-40,1,0,1,0,755.0928,0,0.10384706357127708,10.38,Low
2025,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.9334649293128284,0.1,1,315,46416.945,Poor,31-40,0,0,1,0,571.83389,0,0.21490114936146218,21.49,Low
2025,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,1.4351813807267404,0.25,1,90,45268.405,Good,18-30,0,0,0,0,775.5368100000001,0,0.10891302505132744,10.89,Low
2025,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,3.967907915097756,0.25,1,273,36018.36666666667,Poor,31-40,1,0,1,0,646.0551,0,0.14625111961900208,14.63,Low
2025,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,1.1548408548036768,0.3333333333333333,0,84,50119.175,Poor,41-50,1,0,0,0,662.23835,0,0.19335685105205594,19.34,Low
2025,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,4.617920081129552,0.1,1,324,53095.275,Good,31-40,1,0,1,0,781.19055,0,0.07955729095774113,7.96,Low
2025,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1.524902089732931,0.2,1,252,51491.84666666667,Good,18-30,1,1,1,0,875.47554,0,0.0461341688773572,4.61,Low
2025,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,1.784428448487282,0.2,2,270,44117.09666666667,Fair,18-30,1,0,1,0,760.3512900000001,0,0.06943347329076972,6.94,Low
2025,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,1.4516208115771032,0.1428571428571428,1,222,83932.2,Fair,31-40,1,1,1,0,835.8643999999999,0,0.18213810432355587,18.21,Low
2025,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.0,1.0,1,41,0.0,Poor,41-50,0,0,0,0,506.0,0,0.061203400088687174,6.12,Low
2025,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.5398316667116448,0.1111111111111111,1,248,53909.315,Poor,31-40,1,1,1,0,631.81863,0,0.3948141524687908,39.48,Medium
2025,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,1.5324456856545776,0.4,1,136,61724.60333333333,Good,31-40,1,1,0,0,884.17381,0,0.06165392376932295,6.17,Low
2025,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,3.3942810868447277,0.2222222222222222,0,272,43144.44666666666,Excellent,31-40,1,0,1,0,957.43334,0,0.0375949372454227,3.76,Low
2025,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,1.200350337729366,0.1428571428571428,0,234,60096.71,Good,31-40,1,0,1,0,794.1934200000001,0,0.13709301287009942,13.71,Low
2025,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.0,0.2857142857142857,1,234,0.0,Fair,31-40,0,1,1,0,656.0,0,0.056270488770560866,5.63,Low
2025,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.6378851782230649,0.0909090909090909,2,480,63192.21,Good,41-50,1,1,1,0,810.38442,1,0.6127078485833338,61.27,Medium
2025,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.0,0.25,0,84,0.0,Fair,18-30,0,1,0,0,625.0,0,0.23698824531104073,23.7,Low
2025,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1.3839544179614722,0.1,1,378,76301.725,Poor,41-50,1,1,1,0,584.6034500000001,0,0.20379501147148588,20.38,Low
2025,549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.0,0.5,1,52,0.0,Poor,51-60,0,0,0,0,549.0,1,0.6430650299573663,64.31,Medium
2025,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,3.171532008060637,1.0,1,0,74253.62,Fair,51-60,1,0,0,0,773.50724,1,0.9185235124608396,91.85,High
2025,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.0,0.25,1,287,0.0,Excellent,41-50,0,1,1,0,828.0,0,0.062029303720197736,6.2,Low
2025,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.608804755067565,0.1,1,216,50913.535,Excellent,18-30,1,1,1,0,871.82707,0,0.07876518051005967,7.88,Low
2025,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.0,0.5,2,102,0.0,Excellent,31-40,0,1,0,0,758.0,0,0.020098907391103777,2.01,Low
2025,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,1.1385657313739508,0.1,2,297,65431.215,Excellent,31-40,1,1,1,0,925.86243,0,0.17087197466975973,17.09,Low
2025,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,3.4420467016457232,0.1,2,342,61285.435,Good,31-40,1,0,1,0,809.57087,0,0.07174567218291089,7.17,Low
2025,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0.0,1.0,1,25,0.0,Good,18-30,0,0,0,0,686.0,0,0.016421596534607393,1.64,Low
2025,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,1.0033467811164318,0.25,2,273,41609.48666666667,Excellent,31-40,1,1,1,0,913.82846,0,0.11007530217597851,11.01,Low
2025,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,4.146703000924669,0.3333333333333333,2,250,48298.35,Fair,41-50,1,0,1,0,733.89505,0,0.34973894549785123,34.97,Medium
2025,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0.3794369208073557,0.1666666666666666,1,170,31831.965,Poor,31-40,0,1,1,0,524.66393,0,0.12139161403343263,12.14,Low
2025,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,1.432524879693675,0.3333333333333333,1,80,66731.55,Fair,31-40,1,0,0,0,770.4630999999999,0,0.11305496329559717,11.31,Low
2025,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,2.8358145212523573,0.3333333333333333,1,96,106573.1,Fair,41-50,1,0,0,0,797.1462,1,0.7941105397416384,79.41,High
2025,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,15.07133637420666,1.0,1,35,43163.45333333333,Poor,31-40,1,0,0,0,708.49036,0,0.08068461750897553,8.07,Low
2025,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0.7251690232762791,0.0909090909090909,1,440,68726.045,Excellent,41-50,1,1,1,0,893.45209,1,0.5672171715714602,56.72,Medium
2025,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0.0,0.25,2,238,0.0,Fair,31-40,0,1,1,0,663.0,0,0.01801920167794398,1.8,Low
2025,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0.6510054116161069,0.1666666666666666,2,215,62925.965,Good,41-50,1,1,1,0,807.85193,0,0.18073724357229287,18.07,Low
2025,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,0.0,0.3333333333333333,1,104,0.0,Excellent,51-60,0,1,0,0,793.0,1,0.7921766033171839,79.22,High
