Customer_ID,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Level
134,0,0,0.016421596534607393,Low Risk
135,0,0,0.11007530217597851,Low Risk
136,0,0,0.34973894549785123,Medium Risk
137,0,0,0.12139161403343263,Low Risk
138,0,0,0.11305496329559717,Low Risk
139,1,1,0.7941105397416384,High Risk
140,1,0,0.08068461750897553,Low Risk
141,0,1,0.5672171715714602,Medium Risk
142,0,0,0.01801920167794398,Low Risk
143,0,0,0.18073724357229287,Low Risk
144,1,1,0.7921766033171839,High Risk
145,1,0,0.20146906608434495,Low Risk
146,0,0,0.08712288888878843,Low Risk
147,0,0,0.06758743200410866,Low Risk
148,0,0,0.12310784049692311,Low Risk
149,0,0,0.2944198848757429,Low Risk
150,0,0,0.027333952529561244,Low Risk
151,0,0,0.026342173766188647,Low Risk
152,1,1,0.7999141642423064,High Risk
153,0,0,0.04109063886556298,Low Risk
154,0,0,0.1133291025132794,Low Risk
155,0,0,0.05297099725236759,Low Risk
156,1,1,0.878510738888671,High Risk
157,0,0,0.026287481835254513,Low Risk
158,0,0,0.026634184460332132,Low Risk
159,0,0,0.06700278416547706,Low Risk
160,0,0,0.2626691816768548,Low Risk
161,0,0,0.07505136730817473,Low Risk
162,0,0,0.01988648452876718,Low Risk
163,0,1,0.5609070988529021,Medium Risk
164,0,0,0.026979271000235765,Low Risk
165,1,0,0.096410249791072,Low Risk
166,0,0,0.04879734234165844,Low Risk
167,1,0,0.2975269333555398,Low Risk
168,0,0,0.2824284142598825,Low Risk
169,1,0,0.0461675550164784,Low Risk
170,0,0,0.041357292867829076,Low Risk
171,0,0,0.12996118444975988,Low Risk
172,0,0,0.06441002471844345,Low Risk
173,1,1,0.6449246029025014,Medium Risk
174,0,0,0.09756252109897108,Low Risk
175,0,0,0.025523025751531266,Low Risk
176,0,0,0.09774011232182851,Low Risk
177,0,0,0.026601503500800077,Low Risk
178,0,0,0.07241508490339753,Low Risk
179,0,0,0.15644527980087328,Low Risk
180,1,1,0.8701003388442513,High Risk
181,0,0,0.18316556507058718,Low Risk
182,0,0,0.03676352594841968,Low Risk
183,0,0,0.29082912521120524,Low Risk
184,0,0,0.02685459043345047,Low Risk
185,1,0,0.4976116793740046,Medium Risk
186,0,0,0.01981225014842099,Low Risk
187,0,0,0.23593327918593274,Low Risk
188,0,0,0.25161240360401194,Low Risk
189,0,0,0.022061378010575103,Low Risk
190,0,0,0.09474732648077948,Low Risk
191,1,0,0.1036772222167376,Low Risk
192,0,0,0.07797822616550305,Low Risk
193,0,0,0.03672710141590665,Low Risk
194,0,0,0.08766151730121706,Low Risk
195,0,0,0.028185440944046423,Low Risk
196,0,0,0.0720942892247858,Low Risk
197,0,0,0.02273180261107464,Low Risk
198,0,0,0.23056627939422034,Low Risk
199,0,0,0.07778621236327171,Low Risk
200,0,0,0.09425436898936941,Low Risk
201,0,0,0.061607402626850515,Low Risk
202,0,0,0.1394617466437567,Low Risk
203,1,0,0.4610062797261304,Medium Risk
204,1,0,0.06261303703843249,Low Risk
205,0,0,0.1993886561886463,Low Risk
206,0,0,0.16045718570445097,Low Risk
207,1,0,0.3346263141357347,Medium Risk
208,0,0,0.05799878666347182,Low Risk
209,1,1,0.5572937980275928,Medium Risk
210,0,0,0.1895508001404503,Low Risk
211,0,0,0.06640016662998444,Low Risk
212,0,0,0.015238677476921154,Low Risk
213,0,0,0.049938706123651894,Low Risk
214,0,0,0.08203336772315008,Low Risk
215,0,0,0.07563559519905413,Low Risk
216,1,1,0.5760549480884243,Medium Risk
217,0,0,0.48240725873884427,Medium Risk
218,0,0,0.03290714896568389,Low Risk
219,1,0,0.15249645508133902,Low Risk
220,1,0,0.3864262964198995,Medium Risk
221,0,0,0.039133667790621024,Low Risk
222,0,0,0.12360887796951121,Low Risk
223,0,0,0.02710645047434872,Low Risk
224,1,0,0.16338777165852014,Low Risk
225,1,0,0.3945709517099875,Medium Risk
226,0,0,0.07561207117754992,Low Risk
227,0,0,0.021163090264171687,Low Risk
228,1,1,0.8411489950657468,High Risk
229,1,1,0.7476887410939427,High Risk
230,0,0,0.2581448750319309,Low Risk
231,0,0,0.012849006810782868,Low Risk
232,0,0,0.04068672867586685,Low Risk
233,0,0,0.04319604034561818,Low Risk
234,0,0,0.05802757741239242,Low Risk
235,0,0,0.10414971482975861,Low Risk
236,1,0,0.4562521855202073,Medium Risk
237,0,0,0.12269004022724014,Low Risk
238,1,1,0.9401655329369213,High Risk
239,1,1,0.8371313457719418,High Risk
240,0,0,0.0198069905006792,Low Risk
241,0,0,0.02768397679790371,Low Risk
242,0,0,0.47426672990251817,Medium Risk
243,0,0,0.05260348478335642,Low Risk
244,1,0,0.252915217293582,Low Risk
245,0,0,0.021368727920787933,Low Risk
246,1,0,0.26093140452521296,Low Risk
247,0,0,0.05138224132476582,Low Risk
248,0,0,0.021087291078255892,Low Risk
249,0,0,0.13715030115807253,Low Risk
250,1,1,0.9160441156975527,High Risk
251,0,0,0.16850020332454882,Low Risk
252,0,0,0.02463133302924355,Low Risk
253,0,0,0.028673178450988178,Low Risk
254,0,0,0.10480871213038229,Low Risk
255,0,0,0.16411918091126826,Low Risk
256,0,0,0.04227434609391108,Low Risk
257,0,0,0.020161091242483702,Low Risk
258,0,0,0.03527704267586205,Low Risk
259,0,0,0.07491473499432534,Low Risk
260,0,0,0.1323198150565432,Low Risk
261,0,0,0.10552708601498713,Low Risk
262,0,1,0.5559198088486207,Medium Risk
263,0,0,0.09682166222444792,Low Risk
264,0,0,0.07564311753187564,Low Risk
265,0,0,0.0669953930187409,Low Risk
266,0,0,0.15419259757765447,Low Risk
267,0,0,0.0148214385681506,Low Risk
268,0,0,0.02412128248405685,Low Risk
269,1,0,0.33588775392891135,Medium Risk
270,0,0,0.2511063859770369,Low Risk
271,0,0,0.03861354384835251,Low Risk
272,1,1,0.8940478040574417,High Risk
273,0,0,0.03713425875155572,Low Risk
274,0,0,0.01988648452876718,Low Risk
275,0,0,0.1416358744143222,Low Risk
276,0,0,0.028462582029921968,Low Risk
277,1,0,0.3014632526598503,Medium Risk
278,0,0,0.46765252098002263,Medium Risk
279,0,0,0.09160647780888011,Low Risk
280,1,1,0.559823383719472,Medium Risk
281,0,0,0.022466829990306917,Low Risk
282,0,0,0.014569754599957466,Low Risk
283,1,0,0.1942394369244003,Low Risk
284,0,0,0.12798619056025015,Low Risk
285,0,0,0.06336067147142481,Low Risk
286,0,0,0.07591982798878887,Low Risk
287,0,0,0.07902422889883004,Low Risk
288,0,0,0.10194616689384116,Low Risk
289,0,0,0.0962080583689753,Low Risk
290,0,0,0.018845494366807283,Low Risk
291,0,0,0.2218720010844499,Low Risk
292,0,0,0.0789076601453267,Low Risk
293,0,0,0.017469525691269364,Low Risk
294,1,0,0.14787049635033403,Low Risk
295,0,0,0.01905583292568333,Low Risk
296,0,0,0.07377531098744979,Low Risk
297,0,0,0.0654318831199302,Low Risk
298,1,1,0.899261425047646,High Risk
299,0,0,0.17831186453981243,Low Risk
300,0,0,0.015531283749707093,Low Risk
301,0,0,0.030772532936561455,Low Risk
302,0,0,0.14332114013781452,Low Risk
303,0,0,0.02412128248405685,Low Risk
304,0,0,0.024290073050431682,Low Risk
305,0,0,0.09074921118945779,Low Risk
306,0,0,0.048902393527353226,Low Risk
307,1,0,0.24425245607052898,Low Risk
308,0,0,0.08278375593702532,Low Risk
309,1,1,0.5221102687597196,Medium Risk
310,0,0,0.10024005403644627,Low Risk
311,0,0,0.022935160236578336,Low Risk
312,0,0,0.1191635005104296,Low Risk
313,0,0,0.02716873475756907,Low Risk
314,0,1,0.9476364281974474,High Risk
315,0,0,0.06168018491253081,Low Risk
316,0,0,0.029870276784760338,Low Risk
317,1,1,0.5063960869487363,Medium Risk
318,0,0,0.02731111526520789,Low Risk
319,0,0,0.23262286728390158,Low Risk
320,0,0,0.07525921592563439,Low Risk
321,0,0,0.30532762331516033,Medium Risk
322,0,0,0.08153810597707248,Low Risk
323,1,0,0.18301915090161147,Low Risk
324,0,0,0.027483524381639212,Low Risk
325,0,0,0.01988648452876718,Low Risk
326,0,0,0.10014901791196659,Low Risk
327,0,0,0.023758759500585314,Low Risk
328,1,0,0.49461683012639635,Medium Risk
329,0,0,0.19182388404998119,Low Risk
330,0,0,0.0503718548166946,Low Risk
331,0,0,0.08996620328786444,Low Risk
332,0,0,0.2680893416275434,Low Risk
333,0,0,0.17267949326464913,Low Risk
334,1,0,0.3066851325058342,Medium Risk
335,0,0,0.153931234328106,Low Risk
336,1,0,0.18590404545263678,Low Risk
337,0,0,0.06368483596255109,Low Risk
338,0,0,0.019533895416474895,Low Risk
339,1,0,0.17876960569710434,Low Risk
340,1,1,0.5166360687793049,Medium Risk
341,1,0,0.14355658881883224,Low Risk
342,0,0,0.08832282736567247,Low Risk
343,0,0,0.11922585976759247,Low Risk
344,0,0,0.01981225014842099,Low Risk
345,0,0,0.026783198957444323,Low Risk
346,0,0,0.0984882934246943,Low Risk
347,0,0,0.08382515936319854,Low Risk
348,0,0,0.22181765721166538,Low Risk
349,0,0,0.13977444189284874,Low Risk
350,0,0,0.021143938667712307,Low Risk
351,0,0,0.03585958410019357,Low Risk
352,0,0,0.09386584163434557,Low Risk
353,0,0,0.13770166700527572,Low Risk
354,0,0,0.015213527710195828,Low Risk
355,0,0,0.33268111674750095,Medium Risk
356,0,0,0.021649637001164703,Low Risk
357,0,0,0.13994342684470254,Low Risk
358,1,0,0.09961040027730858,Low Risk
359,0,0,0.08733671175838581,Low Risk
360,0,0,0.09157525011200393,Low Risk
361,0,0,0.02161279663646385,Low Risk
362,1,0,0.45365781249985343,Medium Risk
363,0,0,0.37273271502443006,Medium Risk
364,0,0,0.08449719059186643,Low Risk
365,0,0,0.03381620136793102,Low Risk
366,0,0,0.18393004094493104,Low Risk
367,0,0,0.0722393072948224,Low Risk
368,0,0,0.08429969646055076,Low Risk
369,0,0,0.03229953333863728,Low Risk
370,0,0,0.09138670294488778,Low Risk
371,0,0,0.1243299283470949,Low Risk
372,0,0,0.0758587020974792,Low Risk
373,0,0,0.07062672042147998,Low Risk
374,0,0,0.11106455914224113,Low Risk
375,0,0,0.024529747001728237,Low Risk
376,0,0,0.26273346352600463,Low Risk
377,1,1,0.9411609630949817,High Risk
378,0,0,0.1015495198002,Low Risk
379,0,0,0.19974018274763314,Low Risk
380,1,1,0.7327571236264223,High Risk
381,0,0,0.12344939425373772,Low Risk
382,0,0,0.051163266193645834,Low Risk
383,0,0,0.03111489172762948,Low Risk
384,0,0,0.06726355419634705,Low Risk
385,0,1,0.6223051993827063,Medium Risk
386,0,0,0.18796592265240103,Low Risk
387,0,0,0.11327222047425425,Low Risk
388,0,0,0.06442422439838184,Low Risk
389,0,0,0.1211525873927692,Low Risk
390,0,0,0.051787898739379105,Low Risk
391,0,0,0.1417635970455874,Low Risk
392,0,0,0.0822086832722074,Low Risk
393,1,0,0.2126885194173077,Low Risk
394,1,0,0.10333501412822889,Low Risk
395,0,0,0.0846823860710213,Low Risk
396,0,0,0.13098166470273812,Low Risk
397,0,0,0.07526363412513737,Low Risk
398,0,0,0.16384283954936915,Low Risk
399,0,0,0.04905909687841186,Low Risk
400,1,1,0.8129612587141443,High Risk
401,0,1,0.7271201311604659,High Risk
402,0,0,0.3233047425062297,Medium Risk
403,0,0,0.10701896976487633,Low Risk
404,0,0,0.044754885114776544,Low Risk
405,0,0,0.014354853366399122,Low Risk
406,0,0,0.19473590615378025,Low Risk
407,1,1,0.6389059994351957,Medium Risk
408,0,0,0.04290969009233261,Low Risk
409,0,0,0.06514090935387337,Low Risk
410,0,0,0.4659344790797875,Medium Risk
411,0,0,0.021068975303766002,Low Risk
412,0,0,0.019473270146159107,Low Risk
413,0,0,0.08968177521177921,Low Risk
414,1,1,0.9039782653089729,High Risk
415,0,0,0.02410108252805746,Low Risk
416,0,0,0.02631475974881783,Low Risk
417,1,1,0.947520717028368,High Risk
418,0,0,0.12137553419038222,Low Risk
419,0,0,0.1514040755964399,Low Risk
420,0,0,0.03084270904286721,Low Risk
421,1,1,0.94904155164749,High Risk
422,0,0,0.03781278697178279,Low Risk
423,1,0,0.4995681022025636,Medium Risk
424,0,0,0.266695112193966,Low Risk
425,0,0,0.25704769850189974,Low Risk
426,0,0,0.08995415167529996,Low Risk
427,0,0,0.1359480579702499,Low Risk
428,0,0,0.20281834983963867,Low Risk
429,0,0,0.28448282708811184,Low Risk
430,1,0,0.38243966079416103,Medium Risk
431,1,1,0.5282776864383522,Medium Risk
432,0,0,0.10159360457445461,Low Risk
433,0,0,0.26640355940520793,Low Risk
434,1,0,0.40892770789294647,Medium Risk
435,0,0,0.15875177778635224,Low Risk
436,0,0,0.36632647984120265,Medium Risk
437,0,0,0.05171435951058564,Low Risk
438,0,0,0.051383252098533526,Low Risk
439,0,0,0.05601664337211756,Low Risk
440,0,0,0.2426948227106903,Low Risk
441,0,0,0.25156793636820246,Low Risk
442,0,0,0.026975204553501962,Low Risk
443,0,0,0.04189895006951887,Low Risk
444,0,0,0.16584535001664777,Low Risk
445,1,0,0.4925819309726859,Medium Risk
446,0,0,0.08242760777429703,Low Risk
447,0,0,0.21299242463141976,Low Risk
448,0,0,0.1018595942534741,Low Risk
449,1,0,0.24831051351389757,Low Risk
450,0,0,0.3879264496339562,Medium Risk
451,0,0,0.17006016102688162,Low Risk
452,0,0,0.028217097155465783,Low Risk
453,0,0,0.1046059166779335,Low Risk
454,0,0,0.3726190501097791,Medium Risk
455,0,0,0.14461575958528158,Low Risk
456,0,0,0.02396244908185957,Low Risk
457,0,0,0.10705986475729853,Low Risk
458,0,0,0.02768397679790371,Low Risk
459,1,0,0.4785823552143008,Medium Risk
460,0,0,0.1678861056079764,Low Risk
461,0,0,0.051991009826517894,Low Risk
462,0,0,0.033235552673601634,Low Risk
463,0,0,0.05783294748590176,Low Risk
464,1,0,0.07396887765034336,Low Risk
465,0,0,0.014135101365775076,Low Risk
466,0,0,0.09004229390149356,Low Risk
467,0,0,0.01687157759608157,Low Risk
468,1,1,0.9430557813989752,High Risk
469,0,0,0.0246650761642302,Low Risk
470,0,0,0.020725890517502527,Low Risk
471,0,0,0.06593165587964636,Low Risk
472,1,0,0.12354834362313262,Low Risk
473,0,0,0.07587025468236402,Low Risk
474,0,0,0.02041025706632266,Low Risk
475,0,0,0.025958254733119017,Low Risk
476,1,1,0.6976589097655254,Medium Risk
477,0,0,0.14524758792267656,Low Risk
478,0,0,0.12815517440503263,Low Risk
479,0,0,0.14094292688770857,Low Risk
480,0,0,0.060408022943786485,Low Risk
481,0,0,0.07526131441816804,Low Risk
482,0,0,0.03152330901041991,Low Risk
483,0,0,0.4547060753714913,Medium Risk
484,0,0,0.1198404402143238,Low Risk
485,1,0,0.4563173706279689,Medium Risk
486,0,0,0.09365771182188758,Low Risk
487,0,0,0.02768397679790371,Low Risk
488,1,0,0.09576440542869259,Low Risk
489,0,0,0.016313891060779403,Low Risk
490,0,0,0.31004335761970425,Medium Risk
491,0,0,0.05627562036021633,Low Risk
492,0,0,0.13281929307452472,Low Risk
493,0,0,0.07339019076824733,Low Risk
494,1,1,0.7952394233029983,High Risk
495,1,0,0.11430021234503573,Low Risk
496,0,0,0.06435496067243611,Low Risk
497,0,0,0.04873185925173393,Low Risk
498,0,0,0.10209647716222774,Low Risk
499,0,0,0.05147131635931734,Low Risk
500,1,1,0.5311484828707999,Medium Risk
501,0,0,0.01646509496343082,Low Risk
502,0,0,0.07406964909511621,Low Risk
503,1,1,0.7957052788121876,High Risk
504,0,0,0.0828895314364205,Low Risk
505,0,0,0.4643087551066647,Medium Risk
506,0,0,0.017469525691269364,Low Risk
507,0,0,0.2556111587357241,Low Risk
508,0,1,0.5362492721980555,Medium Risk
509,0,0,0.014354853366399122,Low Risk
510,0,0,0.03683892826762748,Low Risk
511,0,0,0.02707064851078533,Low Risk
512,0,0,0.07811368516755263,Low Risk
513,0,0,0.021068975303766002,Low Risk
514,0,0,0.06442476426242756,Low Risk
515,1,0,0.3177107402125375,Medium Risk
516,0,0,0.02768397679790371,Low Risk
517,1,1,0.9031824203169322,High Risk
518,0,0,0.12055629713499767,Low Risk
519,1,0,0.25993923767105775,Low Risk
520,0,0,0.2143020210863806,Low Risk
521,1,1,0.6838077921235596,Medium Risk
522,0,0,0.19022772742575925,Low Risk
523,0,0,0.044261627622395855,Low Risk
524,0,0,0.12361469038224858,Low Risk
525,0,0,0.49239787125064177,Medium Risk
526,0,0,0.024200118790381538,Low Risk
527,0,0,0.034748305749964015,Low Risk
528,0,0,0.018974595170507577,Low Risk
529,1,1,0.7144251773313216,High Risk
530,0,0,0.05200029971489947,Low Risk
531,0,0,0.24978760469199315,Low Risk
532,0,0,0.0918971463738772,Low Risk
533,0,0,0.0557126322809643,Low Risk
534,0,0,0.13088240501705467,Low Risk
535,0,0,0.23633477632166022,Low Risk
536,1,1,0.8997539897393158,High Risk
537,0,0,0.0881885416228418,Low Risk
538,0,0,0.021068975303766002,Low Risk
539,1,1,0.9316472867939055,High Risk
540,1,0,0.23966679992463663,Low Risk
541,0,0,0.025338205803631574,Low Risk
542,0,0,0.015084824236535486,Low Risk
543,0,0,0.19073540926081742,Low Risk
544,1,1,0.5815402996085947,Medium Risk
545,1,1,0.8994877099005947,High Risk
546,0,0,0.16225811953491634,Low Risk
547,0,0,0.030005460997973587,Low Risk
548,0,0,0.08263522235370614,Low Risk
549,0,0,0.1551855721907779,Low Risk
550,0,0,0.3315161542802515,Medium Risk
551,0,0,0.08011266993557649,Low Risk
552,1,1,0.5724395675673054,Medium Risk
553,0,0,0.12521319560142932,Low Risk
554,0,0,0.03246388516112678,Low Risk
555,0,0,0.23138223735720762,Low Risk
556,1,1,0.9717954236165071,High Risk
557,0,0,0.09885645314160618,Low Risk
558,1,0,0.4994404141643625,Medium Risk
559,0,0,0.08518408956299268,Low Risk
560,0,0,0.15389836617411612,Low Risk
561,0,0,0.20081854308114663,Low Risk
562,0,0,0.18930169646883113,Low Risk
563,0,0,0.07006090949837461,Low Risk
564,1,1,0.7046619089297965,High Risk
565,0,0,0.09879232302397463,Low Risk
566,0,0,0.018863182849670514,Low Risk
567,1,1,0.966216178606695,High Risk
568,0,0,0.2086632575561413,Low Risk
569,0,0,0.05021075328153261,Low Risk
570,0,0,0.36718425534004934,Medium Risk
571,0,0,0.08088843056737005,Low Risk
572,1,1,0.567109052871167,Medium Risk
573,0,0,0.04974429151142168,Low Risk
574,1,0,0.142273505695058,Low Risk
575,0,0,0.1004409633790976,Low Risk
576,0,0,0.021202904512279918,Low Risk
577,0,0,0.12583928529745164,Low Risk
578,0,0,0.03412713041970145,Low Risk
579,0,0,0.3837453494888394,Medium Risk
580,0,0,0.020799718329393518,Low Risk
581,0,0,0.02410108252805746,Low Risk
582,1,0,0.08800712196722003,Low Risk
583,0,0,0.17086669632783,Low Risk
584,0,0,0.12230336196630241,Low Risk
585,1,1,0.6887951938635317,Medium Risk
586,1,1,0.7616460598284948,High Risk
587,1,1,0.7489076419551287,High Risk
588,0,0,0.24783577979330823,Low Risk
589,0,0,0.19078643938303336,Low Risk
590,1,0,0.43493306708893475,Medium Risk
591,1,0,0.2531986334159706,Low Risk
592,0,0,0.1065287477905413,Low Risk
593,0,0,0.08134461335222883,Low Risk
594,0,0,0.095779021073696,Low Risk
595,0,0,0.06804832994308345,Low Risk
596,0,1,0.5776162649052284,Medium Risk
597,0,0,0.06984815060441507,Low Risk
598,0,0,0.33571731428510115,Medium Risk
599,1,1,0.8779417295152102,High Risk
600,0,0,0.17172543811696736,Low Risk
601,1,1,0.9097282213470049,High Risk
602,0,0,0.04892566112318681,Low Risk
603,0,0,0.12904560973694618,Low Risk
604,1,0,0.15824286518562383,Low Risk
605,0,0,0.06500453042211043,Low Risk
606,0,0,0.11197091418291483,Low Risk
607,0,0,0.10030557643706649,Low Risk
608,0,0,0.017469525691269364,Low Risk
609,0,0,0.017288955349411498,Low Risk
610,0,1,0.8846658281078402,High Risk
611,0,0,0.08835948352677847,Low Risk
612,0,0,0.02587702566744285,Low Risk
613,0,0,0.14826713942891742,Low Risk
614,0,0,0.07424476167010899,Low Risk
615,0,0,0.12600902448182683,Low Risk
616,1,0,0.22454470380677272,Low Risk
617,0,0,0.07945578580917964,Low Risk
618,1,1,0.9428770017676384,High Risk
619,0,0,0.11755701484126735,Low Risk
620,0,0,0.03294285994950712,Low Risk
621,0,0,0.10192395056175563,Low Risk
622,0,0,0.21210899845785686,Low Risk
623,0,0,0.3012412010480832,Medium Risk
624,0,0,0.06662021435467931,Low Risk
625,0,0,0.3703964154938295,Medium Risk
626,0,0,0.10467414170784312,Low Risk
627,0,0,0.039110596061711855,Low Risk
628,0,1,0.5045027452589061,Medium Risk
629,0,0,0.07561467685773517,Low Risk
630,0,0,0.11779262723623427,Low Risk
631,1,1,0.9330019183447803,High Risk
632,1,1,0.9388982205379421,High Risk
633,0,0,0.1261921628665066,Low Risk
634,0,0,0.10563100057045743,Low Risk
635,1,0,0.04214082612723905,Low Risk
636,0,0,0.3518524768120431,Medium Risk
637,0,0,0.03137032912695052,Low Risk
638,0,0,0.25040880369443114,Low Risk
639,0,0,0.286952049763657,Low Risk
640,0,0,0.15575035558870348,Low Risk
641,1,0,0.47732541731341555,Medium Risk
642,0,0,0.11738551481441772,Low Risk
643,0,0,0.061543134198112893,Low Risk
644,1,0,0.48402221517628957,Medium Risk
645,1,0,0.20464561590122016,Low Risk
646,1,0,0.1773069967090444,Low Risk
647,0,0,0.018546037927157193,Low Risk
648,0,0,0.135450848943533,Low Risk
649,0,0,0.038120348249068084,Low Risk
650,0,0,0.018906890339025654,Low Risk
651,0,0,0.14976499521996048,Low Risk
652,0,0,0.36418371739337996,Medium Risk
653,0,0,0.1969662048971596,Low Risk
654,1,1,0.597342683426114,Medium Risk
655,0,0,0.03792823337807738,Low Risk
656,0,0,0.1625060857247436,Low Risk
657,0,0,0.12797816783262583,Low Risk
658,0,0,0.412119503765619,Medium Risk
659,0,0,0.10003495746164301,Low Risk
660,0,0,0.026783198957444323,Low Risk
661,0,0,0.21304827499063375,Low Risk
662,0,0,0.19985974698575684,Low Risk
