Year,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductDensity,EngagementScore,AgeTenureInteraction,BalancePerProduct,CreditCategory,AgeGroup,HighBalanceFlag,HighSalaryFlag,LoyalCustomer,SeniorCitizen,FinancialScore
2025,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0.0,0.2,1,160,0.0,Poor,31-40,0,0,0,0,472.0
2025,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,0.6758038187267252,0.1111111111111111,0,408,61261.16,Poor,51-60,1,1,1,0,587.52232
2025,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,1.2470879082889321,0.3333333333333333,2,122,58709.675,Poor,60+,1,0,0,1,673.41935
2025,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,0.6760135323550178,0.3333333333333333,0,98,65697.28,Excellent,41-50,1,1,0,0,965.39456
2025,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0.9847903923338341,0.16666666666666666,2,305,77965.555,Fair,60+,1,1,1,1,815.93111
2025,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0.8648629614998475,0.4,2,128,36473.71,Excellent,31-40,1,1,0,0,885.42113
2025,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,0.9359820351333034,0.1,2,243,56022.835,Excellent,18-30,1,1,1,0,941.04567
2025,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1.171903985417917,0.1,2,351,68921.9,Fair,31-40,1,1,1,0,774.8438
2025,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,1.137680125238875,0.3333333333333333,1,76,51695.69,Poor,31-40,1,0,0,0,653.39138
2025,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0.5346169801440618,0.6666666666666666,1,74,34589.74,Excellent,31-40,1,1,0,0,879.76922
2025,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0.5875152781861834,0.18181818181818182,1,440,38787.79,Good,41-50,1,1,1,0,814.36337
2025,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,1.6899046196629075,0.3333333333333333,0,180,48683.65666666667,Fair,31-40,1,0,1,0,731.05097
2025,788,France,Female,33,5,0.0,2,0,0,116978.19,0,0.0,0.3333333333333333,0,165,0.0,Excellent,31-40,0,1,1,0,788.0
2025,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,0.76542602458859,0.1111111111111111,0,328,62780.985,Fair,41-50,1,1,1,0,780.56197
2025,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,2.4614231992594915,0.5,1,42,49247.86,Fair,41-50,1,0,0,0,699.49572
2025,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,1.1040496866763676,0.5,2,43,62605.96,Fair,41-50,1,1,0,0,744.21192
2025,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,1.4678739416799058,0.16666666666666666,1,225,63932.2,Fair,41-50,1,0,1,0,783.8643999999999
2025,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,1.6636767712198357,1.0,0,0,37944.1,Good,18-30,0,0,0,0,800.8882
2025,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.0,0.2,1,264,0.0,Poor,60+,0,0,0,1,511.0
2025,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0.8697981113504537,0.2,2,204,20342.96,Fair,51-60,0,0,0,0,654.68592
2025,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,1.6194068978590488,0.16666666666666666,0,175,68428.5,Excellent,31-40,1,0,1,0,878.857
2025,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,1.2042206612044573,0.2,0,243,50776.293333333335,Good,18-30,1,1,1,0,839.32888
2025,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0.3136742891310489,1.0,0,33,18694.896666666667,Poor,31-40,0,1,0,0,611.08469
2025,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0.7918276334978415,0.1111111111111111,2,448,39353.58,Good,51-60,0,0,1,0,762.70716
2025,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,1.1758337608532892,0.2,2,104,54583.185,Fair,18-30,1,0,0,0,712.16637
2025,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,6.117989031447411,0.2857142857142857,2,216,56610.486666666664,Excellent,31-40,1,0,1,0,920.83146
2025,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0.9203181200898177,0.5,1,34,50816.52,Fair,31-40,1,1,0,0,682.6330399999999
2025,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0.6263147880851527,0.18181818181818182,2,430,41060.003333333334,Good,41-50,1,1,1,0,858.18001
2025,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1.3261339185986714,0.3333333333333333,1,175,50241.84333333333,Fair,31-40,1,1,1,0,811.7255299999999
2025,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,5.403936497473082,0.1111111111111111,1,168,49186.63,Good,18-30,1,0,1,0,773.37326
2025,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,4.713518938948069,1.3333333333333333,1,116,26749.088,Good,51-60,1,0,0,0,871.74544
2025,813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.0,0.14285714285714285,1,174,0.0,Excellent,18-30,0,0,1,0,813.0
2025,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,3.701138909908595,1.0,1,0,81803.59,Fair,31-40,1,0,0,0,820.60718
2025,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,2.7004407661351677,0.3333333333333333,2,125,52593.613333333335,Fair,18-30,1,0,1,0,761.78084
2025,519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.0,0.2,1,324,0.0,Poor,31-40,0,1,1,0,519.0
2025,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,7.982410558756532,1.0,1,21,59572.73,Good,18-30,1,0,0,0,913.71819
2025,664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.0,0.2222222222222222,2,440,0.0,Fair,51-60,0,1,1,0,664.0
2025,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.0,0.1,2,288,0.0,Good,31-40,0,1,1,0,678.0
2025,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.39771915896277726,0.16666666666666666,1,165,38626.61,Excellent,31-40,0,1,1,0,834.25322
2025,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,1.2429950740880633,0.18181818181818182,1,410,40729.886666666665,Poor,41-50,1,0,1,0,538.18966
2025,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.5638114032953774,1.0,0,34,32215.179999999997,Fair,31-40,0,1,0,0,761.64554
2025,777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.0,0.3333333333333333,1,64,0.0,Excellent,31-40,0,1,0,0,777.0
2025,543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.0,0.5,0,108,0.0,Poor,31-40,0,0,0,0,543.0
2025,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.567129641113844,0.2,2,136,45153.81,Poor,31-40,0,1,0,0,596.30762
2025,493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.0,0.4,1,184,0.0,Poor,41-50,0,0,0,0,493.0
2025,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.0,0.18181818181818182,2,750,0.0,Fair,60+,0,1,1,1,652.0
2025,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.9458776852617313,0.25,1,66,60840.91,Excellent,18-30,1,1,0,0,871.68182
2025,729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.0,0.2,1,270,0.0,Good,18-30,0,1,1,0,729.0
2025,646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.0,0.6,1,184,0.0,Fair,41-50,0,0,0,0,646.0
2025,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.520584485111392,0.5,2,84,27207.89,Fair,18-30,0,1,0,0,716.62367
2025,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.0,0.5,2,220,0.0,Fair,41-50,0,1,1,0,647.0
2025,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.8062513448674422,0.25,1,315,39542.183333333334,Excellent,41-50,1,1,1,0,926.62655
2025,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.0,0.18181818181818182,1,360,0.0,Poor,31-40,0,1,1,0,524.0
2025,769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.0,0.2222222222222222,2,232,0.0,Excellent,18-30,0,1,1,0,769.0
2025,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.0,0.4,1,168,0.0,Good,41-50,0,0,0,0,730.0
2025,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,1.45346077854675,0.09090909090909091,1,350,88136.975,Poor,31-40,1,1,1,0,691.27395
2025,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,1.591848443214583,0.1,1,369,51413.72,Excellent,41-50,1,0,1,0,875.82744
2025,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.49213205808498933,0.2222222222222222,2,232,32362.13333333333,Excellent,18-30,0,1,1,0,911.0864
2025,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.0,0.2222222222222222,0,176,0.0,Good,18-30,0,0,1,0,710.0
2025,413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.0,0.2,0,306,0.0,Poor,31-40,0,0,1,0,413.0
2025,665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.0,0.14285714285714285,2,240,0.0,Fair,31-40,0,1,1,0,665.0
2025,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.0,0.2857142857142857,0,264,0.0,Fair,41-50,0,1,1,0,623.0
2025,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,1.9697584468780405,0.1,1,279,41337.075,Good,31-40,0,0,1,0,820.67415
2025,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.0,0.25,1,252,0.0,Poor,31-40,0,0,1,0,528.0
2025,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.0,0.5,2,65,0.0,Good,60+,0,1,0,1,670.0
2025,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,3.455582740235058,0.4,2,184,35691.090000000004,Fair,41-50,1,0,0,0,729.07327
2025,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,8.844747119246822,0.5,2,32,44469.31,Fair,31-40,0,0,0,0,670.93862
2025,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,2.6991223316220236,0.3333333333333333,1,72,49903.425,Excellent,31-40,1,0,0,0,884.80685
2025,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,2.0885733969778104,0.16666666666666666,0,165,75046.4,Fair,31-40,1,0,1,0,755.0928
2025,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.9334649293128284,0.1,1,315,46416.945,Poor,31-40,0,0,1,0,571.83389
2025,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,1.4351813807267404,0.25,1,90,45268.405,Good,18-30,0,0,0,0,775.5368100000001
2025,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,3.9679079150977556,0.25,1,273,36018.36666666667,Poor,31-40,1,0,1,0,646.0551
2025,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,1.1548408548036768,0.3333333333333333,0,84,50119.175,Poor,41-50,1,0,0,0,662.23835
2025,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,4.617920081129552,0.1,1,324,53095.275,Good,31-40,1,0,1,0,781.19055
2025,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1.524902089732931,0.2,1,252,51491.84666666667,Good,18-30,1,1,1,0,875.47554
2025,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,1.7844284484872819,0.2,2,270,44117.09666666667,Fair,18-30,1,0,1,0,760.3512900000001
2025,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,1.4516208115771032,0.14285714285714285,1,222,83932.2,Fair,31-40,1,1,1,0,835.8643999999999
2025,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.0,1.0,1,41,0.0,Poor,41-50,0,0,0,0,506.0
2025,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.5398316667116448,0.1111111111111111,1,248,53909.315,Poor,31-40,1,1,1,0,631.81863
2025,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,1.5324456856545776,0.4,1,136,61724.60333333333,Good,31-40,1,1,0,0,884.17381
2025,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,3.3942810868447273,0.2222222222222222,0,272,43144.44666666666,Excellent,31-40,1,0,1,0,957.43334
2025,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,1.200350337729366,0.14285714285714285,0,234,60096.71,Good,31-40,1,0,1,0,794.1934200000001
2025,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.0,0.2857142857142857,1,234,0.0,Fair,31-40,0,1,1,0,656.0
2025,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.6378851782230649,0.09090909090909091,2,480,63192.21,Good,41-50,1,1,1,0,810.38442
2025,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.0,0.25,0,84,0.0,Fair,18-30,0,1,0,0,625.0
2025,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1.3839544179614722,0.1,1,378,76301.725,Poor,41-50,1,1,1,0,584.6034500000001
2025,549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.0,0.5,1,52,0.0,Poor,51-60,0,0,0,0,549.0
2025,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,3.171532008060637,1.0,1,0,74253.62,Fair,51-60,1,0,0,0,773.50724
2025,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.0,0.25,1,287,0.0,Excellent,41-50,0,1,1,0,828.0
2025,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.608804755067565,0.1,1,216,50913.535,Excellent,18-30,1,1,1,0,871.82707
2025,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.0,0.5,2,102,0.0,Excellent,31-40,0,1,0,0,758.0
2025,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,1.1385657313739508,0.1,2,297,65431.215,Excellent,31-40,1,1,1,0,925.86243
2025,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,3.4420467016457232,0.1,2,342,61285.435,Good,31-40,1,0,1,0,809.57087
2025,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0.0,1.0,1,25,0.0,Good,18-30,0,0,0,0,686.0
2025,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,1.0033467811164318,0.25,2,273,41609.48666666667,Excellent,31-40,1,1,1,0,913.82846
2025,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,4.146703000924669,0.3333333333333333,2,250,48298.35,Fair,41-50,1,0,1,0,733.89505
2025,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0.3794369208073557,0.16666666666666666,1,170,31831.965,Poor,31-40,0,1,1,0,524.66393
2025,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,1.432524879693675,0.3333333333333333,1,80,66731.55,Fair,31-40,1,0,0,0,770.4630999999999
2025,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,2.8358145212523573,0.3333333333333333,1,96,106573.1,Fair,41-50,1,0,0,0,797.1462
2025,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,15.071336374206659,1.0,1,35,43163.45333333333,Poor,31-40,1,0,0,0,708.49036
2025,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0.7251690232762791,0.09090909090909091,1,440,68726.045,Excellent,41-50,1,1,1,0,893.45209
2025,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0.0,0.25,2,238,0.0,Fair,31-40,0,1,1,0,663.0
2025,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0.6510054116161069,0.16666666666666666,2,215,62925.965,Good,41-50,1,1,1,0,807.85193
2025,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,0.0,0.3333333333333333,1,104,0.0,Excellent,51-60,0,1,0,0,793.0
2025,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0.3241738451674938,0.16666666666666666,1,155,20457.775,Good,31-40,0,1,1,0,731.91555
2025,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,2.089988825783811,0.16666666666666666,2,105,56578.61,Poor,18-30,1,0,1,0,598.15722
2025,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0.9802974286789486,0.2222222222222222,1,232,46098.98,Fair,18-30,1,1,1,0,773.29694
2025,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,4.366714932991183,0.16666666666666666,0,185,53483.59,Fair,31-40,1,0,1,0,756.96718
2025,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,1.6125857760310562,0.1,1,396,60340.815,Good,41-50,1,0,1,0,855.68163
2025,416,France,Male,32,0,0.0,2,0,1,878.87,0,0.0,2.0,1,0,0.0,Poor,31-40,0,0,0,0,416.0
2025,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0.0,0.25,1,224,0.0,Excellent,31-40,0,0,1,0,754.0
2025,535,France,Female,48,9,0.0,1,1,0,149892.79,1,0.0,0.1,1,432,0.0,Poor,41-50,0,1,1,0,535.0
2025,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0.0,0.2222222222222222,1,336,0.0,Good,41-50,0,1,1,0,716.0
2025,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,1.293595399850092,0.3333333333333333,1,74,63804.795,Poor,31-40,1,0,0,0,666.60959
2025,614,France,Female,43,6,0.0,2,1,1,109041.53,0,0.0,0.2857142857142857,2,258,0.0,Fair,41-50,0,1,1,0,614.0
2025,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,0.0,0.125,1,399,0.0,Good,51-60,0,0,1,0,706.0
2025,758,France,Female,33,7,0.0,2,0,0,82996.47,0,0.0,0.25,0,231,0.0,Excellent,31-40,0,0,1,0,758.0
2025,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0.0,0.6666666666666666,2,56,0.0,Fair,18-30,0,0,0,0,586.0
2025,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0.9287493986382438,0.14285714285714285,1,438,48629.625,Fair,60+,1,1,1,1,743.25925
2025,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,1.0936929983227224,0.2,0,132,61623.35,Fair,31-40,1,1,0,0,754.2467
2025,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,1.1931473652594504,0.14285714285714285,1,132,50530.125,Good,18-30,1,0,1,0,818.06025
2025,684,France,Male,30,2,0.0,2,1,0,83473.82,0,0.0,0.6666666666666666,1,60,0.0,Good,18-30,0,0,0,0,684.0
2025,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,2.291879384909979,0.125,0,343,54003.68,Excellent,41-50,1,0,1,0,908.0073600000001
2025,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0.0,0.6666666666666666,2,72,0.0,Good,31-40,0,1,0,0,721.0
2025,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,2.4054403515860994,1.0,1,0,66851.445,Good,18-30,1,0,0,0,816.70289
2025,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0.8950088661032177,0.2,2,279,41729.916666666664,Fair,31-40,1,1,1,0,785.18975
2025,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,0.6955760235040904,0.125,1,168,56517.11,Good,18-30,1,1,1,0,817.03422
2025,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0.5547719970426608,0.1,1,369,54506.615,Fair,41-50,1,1,1,0,724.01323
2025,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,0.0,0.6666666666666666,1,78,0.0,Fair,31-40,0,0,0,0,667.0
2025,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,1.0902321055870579,0.2,0,216,19309.936666666665,Good,18-30,0,0,1,0,739.92981
2025,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0.7932890534742675,0.2,1,116,65057.195,Poor,18-30,1,1,0,0,614.11439
2025,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,0.6142804046924717,0.3333333333333333,1,135,31942.163333333334,Fair,18-30,0,1,1,0,723.82649
2025,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,23.6784204468641,0.09090909090909091,1,440,64804.285,Poor,41-50,1,0,1,0,609.60857
2025,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,1.5105173801394818,0.2,1,120,84731.045,Poor,18-30,1,1,0,0,747.46209
2025,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0.0,0.3333333333333333,2,200,0.0,Poor,31-40,0,1,1,0,512.0
2025,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,4.905915615803805,0.125,2,245,66934.105,Poor,31-40,1,0,1,0,617.86821
2025,510,France,Female,30,0,0.0,2,1,1,130553.47,0,0.0,2.0,2,0,0.0,Poor,18-30,0,1,0,0,510.0
2025,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,1.0620374168489841,0.3333333333333333,0,180,63493.16,Fair,31-40,1,1,1,0,796.47948
2025,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,1.0761592282869175,0.1111111111111111,1,320,50996.56,Fair,31-40,1,0,1,0,698.99312
2025,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,19.99651193724209,0.25,1,165,80804.405,Excellent,51-60,1,0,0,0,915.60881
