Year,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductDensity,EngagementScore,AgeTenureInteraction,BalancePerProduct,HighBalanceFlag,HighSalaryFlag,LoyalCustomer,SeniorCitizen,FinancialScore,Geography_Germany,Geography_Spain,Gender_Male,CreditCategory_Fair,CreditCategory_Good,CreditCategory_Poor,AgeGroup_31-40,AgeGroup_41-50,AgeGroup_51-60,AgeGroup_60+
2025,776,32,4,109421.13,2,1,1,126517.46,0.8648629614998475,0.4,2,128,36473.71,1,1,0,0,885.42113,True,False,False,False,False,False,True,False,False,False
2025,829,27,9,112045.67,1,1,1,119708.21,0.9359820351333034,0.1,2,243,56022.835,1,1,1,0,941.04567,True,False,False,False,False,False,False,False,False,False
2025,637,39,9,137843.8,1,1,1,117622.8,1.171903985417917,0.1,2,351,68921.9,1,1,1,0,774.8438,True,False,False,True,False,False,True,False,False,False
2025,550,38,2,103391.38,1,0,1,90878.13,1.137680125238875,0.3333333333333333,1,76,51695.69,1,0,0,0,653.39138,True,False,True,False,False,True,True,False,False,False
2025,776,37,2,103769.22,2,1,0,194099.12,0.5346169801440618,0.6666666666666666,1,74,34589.74,1,1,0,0,879.76922,True,False,False,False,False,False,True,False,False,False
2025,698,44,10,116363.37,2,1,0,198059.16,0.5875152781861834,0.1818181818181818,1,440,38787.79,1,1,1,0,814.36337,True,False,True,False,True,False,False,True,False,False
2025,585,36,5,146050.97,2,0,0,86424.57,1.6899046196629075,0.3333333333333333,0,180,48683.65666666667,1,0,1,0,731.05097,True,False,True,True,False,False,True,False,False,False
2025,788,33,5,0.0,2,0,0,116978.19,0.0,0.3333333333333333,0,165,0.0,0,1,1,0,788.0,False,False,False,False,False,False,True,False,False,False
2025,655,41,8,125561.97,1,0,0,164040.94,0.76542602458859,0.1111111111111111,0,328,62780.985,1,1,1,0,780.56197,True,False,True,True,False,False,False,True,False,False
2025,601,42,1,98495.72,1,1,0,40014.76,2.4614231992594915,0.5,1,42,49247.86,1,0,0,0,699.49572,True,False,True,True,False,False,False,True,False,False
2025,619,43,1,125211.92,1,1,1,113410.49,1.1040496866763676,0.5,2,43,62605.96,1,1,0,0,744.21192,False,False,True,True,False,False,False,True,False,False
2025,656,45,5,127864.4,1,1,0,87107.57,1.4678739416799058,0.1666666666666666,1,225,63932.2,1,0,1,0,783.8643999999999,False,False,True,True,False,False,False,True,False,False
2025,725,19,0,75888.2,1,0,0,45613.75,1.6636767712198357,1.0,0,0,37944.1,0,0,0,0,800.8882,True,False,True,False,True,False,False,False,False,False
2025,511,66,4,0.0,1,1,0,1643.11,0.0,0.2,1,264,0.0,0,0,0,1,511.0,False,True,False,False,False,True,False,False,False,True
2025,614,51,4,40685.92,1,1,1,46775.28,0.8697981113504537,0.2,2,204,20342.96,0,0,0,0,654.68592,False,False,True,True,False,False,False,False,True,False
2025,742,35,5,136857.0,1,0,0,84509.57,1.6194068978590488,0.1666666666666666,0,175,68428.5,1,0,1,0,878.857,True,False,True,False,False,False,True,False,False,False
2025,687,27,9,152328.88,2,0,0,126494.82,1.2042206612044573,0.2,0,243,50776.293333333335,1,1,1,0,839.32888,True,False,False,False,True,False,False,False,False,False
2025,555,33,1,56084.69,2,0,0,178798.13,0.3136742891310489,1.0,0,33,18694.896666666667,0,1,0,0,611.08469,False,True,True,False,False,True,True,False,False,False
2025,684,56,8,78707.16,1,1,1,99398.36,0.7918276334978415,0.1111111111111111,2,448,39353.58,0,0,1,0,762.70716,False,True,True,False,True,False,False,False,True,False
2025,603,26,4,109166.37,1,1,1,92840.67,1.1758337608532892,0.2,2,104,54583.185,1,0,0,0,712.16637,True,False,True,True,False,False,False,False,False,False
2025,751,36,6,169831.46,2,1,1,27758.36,6.117989031447411,0.2857142857142857,2,216,56610.48666666666,1,0,1,0,920.83146,True,False,False,False,False,False,True,False,False,False
2025,581,34,1,101633.04,1,1,0,110431.51,0.9203181200898176,0.5,1,34,50816.52,1,1,0,0,682.6330399999999,True,False,False,True,False,False,True,False,False,False
2025,735,43,10,123180.01,2,1,1,196673.28,0.6263147880851527,0.1818181818181818,2,430,41060.00333333333,1,1,1,0,858.18001,True,False,True,False,True,False,False,True,False,False
2025,661,35,5,150725.53,2,0,1,113656.85,1.3261339185986714,0.3333333333333333,1,175,50241.84333333333,1,1,1,0,811.7255299999999,True,False,False,True,False,False,True,False,False,False
2025,675,21,8,98373.26,1,1,0,18203.0,5.403936497473082,0.1111111111111111,1,168,49186.63,1,0,1,0,773.37326,False,False,False,False,True,False,False,False,False,False
2025,738,58,2,133745.44,4,1,0,28373.86,4.713518938948069,1.3333333333333333,1,116,26749.088,1,0,0,0,871.74544,True,False,True,False,True,False,False,False,True,False
2025,813,29,6,0.0,1,1,0,33953.87,0.0,0.1428571428571428,1,174,0.0,0,0,1,0,813.0,False,False,True,False,False,False,False,False,False,False
2025,657,37,0,163607.18,1,0,1,44203.55,3.701138909908595,1.0,1,0,81803.59,1,0,0,0,820.60718,False,True,False,True,False,False,True,False,False,False
2025,604,25,5,157780.84,2,1,1,58426.81,2.700440766135168,0.3333333333333333,2,125,52593.613333333335,1,0,1,0,761.78084,True,False,False,True,False,False,False,False,False,False
2025,519,36,9,0.0,2,0,1,145562.4,0.0,0.2,1,324,0.0,0,1,1,0,519.0,False,False,True,False,False,True,True,False,False,False
2025,735,21,1,178718.19,2,1,0,22388.0,7.982410558756532,1.0,1,21,59572.73,1,0,0,0,913.71819,False,False,False,False,True,False,False,False,False,False
2025,664,55,8,0.0,2,1,1,139161.64,0.0,0.2222222222222222,2,440,0.0,0,1,1,0,664.0,False,False,True,True,False,False,False,False,True,False
2025,678,32,9,0.0,1,1,1,148210.64,0.0,0.1,2,288,0.0,0,1,1,0,678.0,False,False,False,False,True,False,True,False,False,False
2025,757,33,5,77253.22,1,0,1,194239.63,0.3977191589627772,0.1666666666666666,1,165,38626.61,0,1,1,0,834.25322,False,True,True,False,False,False,True,False,False,False
2025,416,41,10,122189.66,2,1,0,98301.61,1.242995074088063,0.1818181818181818,1,410,40729.886666666665,1,0,1,0,538.18966,True,False,False,False,False,True,False,True,False,False
2025,665,34,1,96645.54,2,0,0,171413.66,0.5638114032953774,1.0,0,34,32215.18,0,1,0,0,761.64554,False,False,False,True,False,False,True,False,False,False
2025,777,32,2,0.0,1,1,0,136458.19,0.0,0.3333333333333333,1,64,0.0,0,1,0,0,777.0,False,False,False,False,False,False,True,False,False,False
2025,543,36,3,0.0,2,0,0,26019.59,0.0,0.5,0,108,0.0,0,0,0,0,543.0,False,False,False,False,False,True,True,False,False,False
2025,506,34,4,90307.62,1,1,1,159235.29,0.567129641113844,0.2,2,136,45153.81,0,1,0,0,596.30762,False,False,False,False,False,True,True,False,False,False
2025,493,46,4,0.0,2,1,0,1907.66,0.0,0.4,1,184,0.0,0,0,0,0,493.0,False,False,False,False,False,True,False,True,False,False
2025,652,75,10,0.0,2,1,1,114675.75,0.0,0.1818181818181818,2,750,0.0,0,1,1,1,652.0,False,True,False,True,False,False,False,False,False,True
2025,750,22,3,121681.82,1,1,0,128643.35,0.9458776852617312,0.25,1,66,60840.91,1,1,0,0,871.68182,False,True,True,False,False,False,False,False,False,False
2025,729,30,9,0.0,2,1,0,151869.35,0.0,0.2,1,270,0.0,0,1,1,0,729.0,False,False,True,False,True,False,False,False,False,False
2025,646,46,4,0.0,3,1,0,93251.42,0.0,0.6,1,184,0.0,0,0,0,0,646.0,False,False,False,True,False,False,False,True,False,False
2025,635,28,3,81623.67,2,1,1,156791.36,0.520584485111392,0.5,2,84,27207.89,0,1,0,0,716.62367,True,False,False,True,False,False,False,False,False,False
2025,647,44,5,0.0,3,1,1,174205.22,0.0,0.5,2,220,0.0,0,1,1,0,647.0,False,True,False,True,False,False,False,True,False,False
2025,808,45,7,118626.55,2,1,0,147132.46,0.8062513448674422,0.25,1,315,39542.18333333333,1,1,1,0,926.62655,False,False,True,False,False,False,False,True,False,False
2025,524,36,10,0.0,2,1,0,109614.57,0.0,0.1818181818181818,1,360,0.0,0,1,1,0,524.0,False,False,False,False,False,True,True,False,False,False
2025,769,29,8,0.0,2,1,1,172290.61,0.0,0.2222222222222222,2,232,0.0,0,1,1,0,769.0,False,False,True,False,False,False,False,False,False,False
2025,730,42,4,0.0,2,0,1,85982.47,0.0,0.4,1,168,0.0,0,0,0,0,730.0,False,True,True,False,True,False,False,True,False,False
2025,515,35,10,176273.95,1,0,1,121277.78,1.45346077854675,0.0909090909090909,1,350,88136.975,1,1,1,0,691.27395,False,True,True,False,False,True,True,False,False,False
2025,773,41,9,102827.44,1,0,1,64595.25,1.591848443214583,0.1,1,369,51413.72,1,0,1,0,875.82744,False,True,True,False,False,False,False,True,False,False
2025,814,29,8,97086.4,2,1,1,197276.13,0.4921320580849893,0.2222222222222222,2,232,32362.13333333333,0,1,1,0,911.0864,True,False,True,False,False,False,False,False,False,False
2025,710,22,8,0.0,2,0,0,99645.04,0.0,0.2222222222222222,0,176,0.0,0,0,1,0,710.0,False,True,True,False,True,False,False,False,False,False
2025,413,34,9,0.0,2,0,0,6534.18,0.0,0.2,0,306,0.0,0,0,1,0,413.0,False,False,True,False,False,True,True,False,False,False
2025,665,40,6,0.0,1,1,1,161848.03,0.0,0.1428571428571428,2,240,0.0,0,1,1,0,665.0,False,False,False,True,False,False,True,False,False,False
2025,623,44,6,0.0,2,0,0,167162.43,0.0,0.2857142857142857,0,264,0.0,0,1,1,0,623.0,False,False,False,True,False,False,False,True,False,False
2025,738,31,9,82674.15,1,1,0,41970.72,1.9697584468780405,0.1,1,279,41337.075,0,0,1,0,820.67415,False,False,True,False,True,False,True,False,False,False
2025,528,36,7,0.0,2,1,0,60536.56,0.0,0.25,1,252,0.0,0,0,1,0,528.0,False,True,True,False,False,True,True,False,False,False
2025,670,65,1,0.0,1,1,1,177655.68,0.0,0.5,2,65,0.0,0,1,0,1,670.0,False,True,False,False,True,False,False,False,False,True
2025,622,46,4,107073.27,2,1,1,30984.59,3.455582740235058,0.4,2,184,35691.090000000004,1,0,0,0,729.07327,False,True,False,True,False,False,False,True,False,False
2025,582,32,1,88938.62,1,1,1,10054.53,8.844747119246822,0.5,2,32,44469.31,0,0,0,0,670.93862,True,False,True,True,False,False,True,False,False,False
2025,785,36,2,99806.85,1,0,1,36976.52,2.699122331622024,0.3333333333333333,1,72,49903.425,1,0,0,0,884.80685,True,False,False,False,False,False,True,False,False,False
2025,605,33,5,150092.8,1,0,0,71862.79,2.0885733969778104,0.1666666666666666,0,165,75046.4,1,0,1,0,755.0928,False,True,True,True,False,False,True,False,False,False
2025,479,35,9,92833.89,1,1,0,99449.86,0.9334649293128284,0.1,1,315,46416.945,0,0,1,0,571.83389,True,False,True,False,False,True,True,False,False,False
2025,685,30,3,90536.81,1,0,1,63082.88,1.4351813807267404,0.25,1,90,45268.405,0,0,0,0,775.5368100000001,True,False,True,False,True,False,False,False,False,False
2025,538,39,7,108055.1,2,1,0,27231.26,3.967907915097756,0.25,1,273,36018.36666666667,1,0,1,0,646.0551,True,False,True,False,False,True,True,False,False,False
2025,562,42,2,100238.35,1,0,0,86797.41,1.1548408548036768,0.3333333333333333,0,84,50119.175,1,0,0,0,662.23835,False,False,True,False,False,True,False,True,False,False
2025,675,36,9,106190.55,1,0,1,22994.32,4.617920081129552,0.1,1,324,53095.275,1,0,1,0,781.19055,False,True,True,False,True,False,True,False,False,False
2025,721,28,9,154475.54,2,0,1,101300.94,1.524902089732931,0.2,1,252,51491.84666666667,1,1,1,0,875.47554,True,False,True,False,True,False,False,False,False,False
2025,628,30,9,132351.29,2,1,1,74169.13,1.784428448487282,0.2,2,270,44117.09666666667,1,0,1,0,760.3512900000001,True,False,False,True,False,False,False,False,False,False
2025,668,37,6,167864.4,1,1,0,115638.29,1.4516208115771032,0.1428571428571428,1,222,83932.2,1,1,1,0,835.8643999999999,True,False,False,True,False,False,True,False,False,False
2025,506,41,1,0.0,2,1,0,31766.3,0.0,1.0,1,41,0.0,0,0,0,0,506.0,False,False,False,False,False,True,False,True,False,False
2025,524,31,8,107818.63,1,1,0,199725.39,0.5398316667116448,0.1111111111111111,1,248,53909.315,1,1,1,0,631.81863,True,False,False,False,False,True,True,False,False,False
2025,699,34,4,185173.81,2,1,0,120834.48,1.5324456856545776,0.4,1,136,61724.60333333333,1,1,0,0,884.17381,True,False,True,False,True,False,True,False,False,False
2025,828,34,8,129433.34,2,0,0,38131.77,3.3942810868447277,0.2222222222222222,0,272,43144.44666666666,1,0,1,0,957.43334,False,False,True,False,False,False,True,False,False,False
2025,674,39,6,120193.42,1,0,0,100130.95,1.200350337729366,0.1428571428571428,0,234,60096.71,1,0,1,0,794.1934200000001,False,True,True,False,True,False,True,False,False,False
2025,656,39,6,0.0,2,1,0,141069.88,0.0,0.2857142857142857,1,234,0.0,0,1,1,0,656.0,False,False,False,True,False,False,True,False,False,False
2025,684,48,10,126384.42,1,1,1,198129.36,0.6378851782230649,0.0909090909090909,2,480,63192.21,1,1,1,0,810.38442,True,False,False,False,True,False,False,True,False,False
2025,625,28,3,0.0,1,0,0,183646.41,0.0,0.25,0,84,0.0,0,1,0,0,625.0,False,False,False,True,False,False,False,False,False,False
2025,432,42,9,152603.45,1,1,0,110265.24,1.3839544179614722,0.1,1,378,76301.725,1,1,1,0,584.6034500000001,False,False,True,False,False,True,False,True,False,False
2025,549,52,1,0.0,1,0,1,8636.05,0.0,0.5,1,52,0.0,0,0,0,0,549.0,False,False,False,False,False,True,False,False,True,False
2025,625,56,0,148507.24,1,1,0,46824.08,3.171532008060637,1.0,1,0,74253.62,1,0,0,0,773.50724,True,False,True,True,False,False,False,False,True,False
2025,828,41,7,0.0,2,1,0,171378.77,0.0,0.25,1,287,0.0,0,1,1,0,828.0,False,False,False,False,False,False,False,True,False,False
2025,770,24,9,101827.07,1,1,0,167256.35,0.608804755067565,0.1,1,216,50913.535,1,1,1,0,871.82707,False,False,True,False,False,False,False,False,False,False
2025,758,34,3,0.0,2,1,1,124226.16,0.0,0.5,2,102,0.0,0,1,0,0,758.0,False,False,False,False,False,False,True,False,False,False
2025,795,33,9,130862.43,1,1,1,114935.21,1.1385657313739508,0.1,2,297,65431.215,1,1,1,0,925.86243,True,False,False,False,False,False,True,False,False,False
2025,687,38,9,122570.87,1,1,1,35608.88,3.4420467016457232,0.1,2,342,61285.435,1,0,1,0,809.57087,False,False,True,False,True,False,True,False,False,False
2025,686,25,1,0.0,2,0,1,16459.37,0.0,1.0,1,25,0.0,0,0,0,0,686.0,False,False,True,False,True,False,False,False,False,False
2025,789,39,7,124828.46,2,1,1,124411.08,1.0033467811164318,0.25,2,273,41609.48666666667,1,1,1,0,913.82846,True,False,True,False,False,False,True,False,False,False
2025,589,50,5,144895.05,2,1,1,34941.23,4.146703000924669,0.3333333333333333,2,250,48298.35,1,0,1,0,733.89505,True,False,False,True,False,False,False,True,False,False
2025,461,34,5,63663.93,1,0,1,167784.28,0.3794369208073557,0.1666666666666666,1,170,31831.965,0,1,1,0,524.66393,True,False,False,False,False,True,True,False,False,False
2025,637,40,2,133463.1,1,0,1,93165.34,1.432524879693675,0.3333333333333333,1,80,66731.55,1,0,0,0,770.4630999999999,False,False,True,True,False,False,True,False,False,False
2025,584,48,2,213146.2,1,1,0,75161.25,2.8358145212523573,0.3333333333333333,1,96,106573.1,1,0,0,0,797.1462,False,True,False,True,False,False,False,True,False,False
2025,579,35,1,129490.36,2,0,1,8590.83,15.07133637420666,1.0,1,35,43163.45333333333,1,0,0,0,708.49036,False,True,False,False,False,True,True,False,False,False
2025,756,44,10,137452.09,1,1,0,189543.9,0.7251690232762791,0.0909090909090909,1,440,68726.045,1,1,1,0,893.45209,True,False,True,False,False,False,False,True,False,False
2025,663,34,7,0.0,2,1,1,180427.24,0.0,0.25,2,238,0.0,0,1,1,0,663.0,False,False,True,True,False,False,True,False,False,False
2025,682,43,5,125851.93,1,1,1,193318.33,0.6510054116161069,0.1666666666666666,2,215,62925.965,1,1,1,0,807.85193,False,False,False,False,True,False,False,True,False,False
2025,793,52,2,0.0,1,1,0,159123.82,0.0,0.3333333333333333,1,104,0.0,0,1,0,0,793.0,False,True,True,False,False,False,False,False,True,False
2025,691,31,5,40915.55,1,1,0,126213.84,0.3241738451674938,0.1666666666666666,1,155,20457.775,0,1,1,0,731.91555,False,False,False,False,True,False,True,False,False,False
2025,485,21,5,113157.22,1,1,1,54141.5,2.089988825783811,0.1666666666666666,2,105,56578.61,1,0,1,0,598.15722,False,True,False,False,False,True,False,False,False,False
2025,635,29,8,138296.94,2,1,0,141075.51,0.9802974286789486,0.2222222222222222,1,232,46098.98,1,1,1,0,773.29694,False,True,False,True,False,False,False,False,False,False
2025,650,37,5,106967.18,1,0,0,24495.03,4.366714932991183,0.1666666666666666,0,185,53483.59,1,0,1,0,756.96718,False,False,True,True,False,False,True,False,False,False
2025,735,44,9,120681.63,1,1,0,74836.34,1.6125857760310562,0.1,1,396,60340.815,1,0,1,0,855.68163,False,False,True,False,True,False,False,True,False,False
2025,416,32,0,0.0,2,0,1,878.87,0.0,2.0,1,0,0.0,0,0,0,0,416.0,False,False,True,False,False,True,True,False,False,False
2025,754,32,7,0.0,2,1,0,89520.75,0.0,0.25,1,224,0.0,0,0,1,0,754.0,False,True,False,False,False,False,True,False,False,False
2025,535,48,9,0.0,1,1,0,149892.79,0.0,0.1,1,432,0.0,0,1,1,0,535.0,False,False,False,False,False,True,False,True,False,False
2025,716,42,8,0.0,2,1,0,180800.42,0.0,0.2222222222222222,1,336,0.0,0,1,1,0,716.0,False,True,True,False,True,False,False,True,False,False
2025,539,37,2,127609.59,1,1,0,98646.22,1.293595399850092,0.3333333333333333,1,74,63804.795,1,0,0,0,666.60959,False,False,True,False,False,True,True,False,False,False
2025,614,43,6,0.0,2,1,1,109041.53,0.0,0.2857142857142857,2,258,0.0,0,1,1,0,614.0,False,False,False,True,False,False,False,True,False,False
2025,706,57,7,0.0,1,1,0,17941.16,0.0,0.125,1,399,0.0,0,0,1,0,706.0,False,True,True,False,True,False,False,False,True,False
2025,758,33,7,0.0,2,0,0,82996.47,0.0,0.25,0,231,0.0,0,0,1,0,758.0,False,False,False,False,False,False,True,False,False,False
2025,586,28,2,0.0,2,1,1,92067.35,0.0,0.6666666666666666,2,56,0.0,0,0,0,0,586.0,False,True,False,True,False,False,False,False,False,False
2025,646,73,6,97259.25,1,0,1,104719.66,0.9287493986382438,0.1428571428571428,1,438,48629.625,1,1,1,1,743.25925,False,False,False,True,False,False,False,False,False,True
2025,631,33,4,123246.7,1,0,0,112687.57,1.0936929983227224,0.2,0,132,61623.35,1,1,0,0,754.2467,True,False,False,True,False,False,True,False,False,False
2025,717,22,6,101060.25,1,0,1,84699.56,1.1931473652594504,0.1428571428571428,1,132,50530.125,1,0,1,0,818.06025,False,True,False,False,True,False,False,False,False,False
2025,684,30,2,0.0,2,1,0,83473.82,0.0,0.6666666666666666,1,60,0.0,0,0,0,0,684.0,False,False,True,False,True,False,False,False,False,False
2025,800,49,7,108007.36,1,0,0,47125.11,2.291879384909979,0.125,0,343,54003.68,1,0,1,0,908.00736,False,False,False,False,False,False,False,True,False,False
2025,721,36,2,0.0,2,1,1,106977.8,0.0,0.6666666666666666,2,72,0.0,0,1,0,0,721.0,False,True,False,False,True,False,True,False,False,False
2025,683,29,0,133702.89,1,1,0,55582.54,2.4054403515861,1.0,1,0,66851.445,1,0,0,0,816.70289,False,True,True,False,True,False,False,False,False,False
2025,660,31,9,125189.75,2,1,1,139874.43,0.8950088661032177,0.2,2,279,41729.91666666666,1,1,1,0,785.18975,True,False,True,True,False,False,True,False,False,False
2025,704,24,7,113034.22,1,1,0,162503.48,0.6955760235040904,0.125,1,168,56517.11,1,1,1,0,817.03422,True,False,False,False,True,False,False,False,False,False
2025,615,41,9,109013.23,1,1,0,196499.96,0.5547719970426608,0.1,1,369,54506.615,1,1,1,0,724.01323,False,True,False,True,False,False,False,True,False,False
2025,667,39,2,0.0,2,1,0,40721.24,0.0,0.6666666666666666,1,78,0.0,0,0,0,0,667.0,False,True,False,True,False,False,True,False,False,False
